,prob,correctness,awareness,confidence,attention,sub,window,level
29,0.4423076923076923,correct,aware,low confidence,high att,BG,1,"correct, aware, low confidence"
30,0.3316831683168317,correct,aware,high confidence,low att,BG,1,"correct, aware, high confidence"
31,0.6683168316831684,correct,aware,high confidence,high att,BG,1,"correct, aware, high confidence"
32,0.5407407407407407,incorrect,unaware,low confidence,low att,EU,1,"incorrect, unaware, low confidence"
33,0.45925925925925926,incorrect,unaware,low confidence,high att,EU,1,"incorrect, unaware, low confidence"
34,0.45454545454545453,incorrect,unaware,high confidence,low att,EU,1,"incorrect, unaware, high confidence"
35,0.5454545454545454,incorrect,unaware,high confidence,high att,EU,1,"incorrect, unaware, high confidence"
36,0.6153846153846154,incorrect,aware,low confidence,low att,EU,1,"incorrect, aware, low confidence"
37,0.38461538461538464,incorrect,aware,low confidence,high att,EU,1,"incorrect, aware, low confidence"
38,1.0,incorrect,aware,high confidence,low att,EU,1,"incorrect, aware, high confidence"
39,0.0,incorrect,aware,high confidence,high att,EU,1,"incorrect, aware, high confidence"
40,0.5628415300546448,correct,unaware,low confidence,low att,EU,1,"correct, unaware, low confidence"
41,0.4371584699453552,correct,unaware,low confidence,high att,EU,1,"correct, unaware, low confidence"
42,0.4666666666666667,correct,unaware,high confidence,low att,EU,1,"correct, unaware, high confidence"
43,0.5333333333333333,correct,unaware,high confidence,high att,EU,1,"correct, unaware, high confidence"
44,0.44666666666666666,correct,aware,low confidence,low att,EU,1,"correct, aware, low confidence"
45,0.5533333333333333,correct,aware,low confidence,high att,EU,1,"correct, aware, low confidence"
46,0.29850746268656714,correct,aware,high confidence,low att,EU,1,"correct, aware, high confidence"
47,0.7014925373134329,correct,aware,high confidence,high att,EU,1,"correct, aware, high confidence"
48,0.7123287671232876,incorrect,unaware,low confidence,low att,IK,1,"incorrect, unaware, low confidence"
49,0.2876712328767123,incorrect,unaware,low confidence,high att,IK,1,"incorrect, unaware, low confidence"
50,0.4375,incorrect,unaware,high confidence,low att,IK,1,"incorrect, unaware, high confidence"
51,0.5625,incorrect,unaware,high confidence,high att,IK,1,"incorrect, unaware, high confidence"
52,0.75,incorrect,aware,low confidence,low att,IK,1,"incorrect, aware, low confidence"
53,0.25,incorrect,aware,low confidence,high att,IK,1,"incorrect, aware, low confidence"
54,0.0,incorrect,aware,high confidence,low att,IK,1,"incorrect, aware, high confidence"
55,1.0,incorrect,aware,high confidence,high att,IK,1,"incorrect, aware, high confidence"
56,0.6312849162011173,correct,unaware,low confidence,low att,IK,1,"correct, unaware, low confidence"
57,0.3687150837988827,correct,unaware,low confidence,high att,IK,1,"correct, unaware, low confidence"
58,0.48322147651006714,correct,unaware,high confidence,low att,IK,1,"correct, unaware, high confidence"
59,0.5167785234899329,correct,unaware,high confidence,high att,IK,1,"correct, unaware, high confidence"
60,0.5263157894736842,correct,aware,low confidence,low att,IK,1,"correct, aware, low confidence"
61,0.47368421052631576,correct,aware,low confidence,high att,IK,1,"correct, aware, low confidence"
62,0.4519230769230769,correct,aware,high confidence,low att,IK,1,"correct, aware, high confidence"
63,0.5480769230769231,correct,aware,high confidence,high att,IK,1,"correct, aware, high confidence"
64,0.4909090909090909,incorrect,unaware,low confidence,low att,JD,1,"incorrect, unaware, low confidence"
65,0.509090909090909,incorrect,unaware,low confidence,high att,JD,1,"incorrect, unaware, low confidence"
66,0.5714285714285714,incorrect,unaware,high confidence,low att,JD,1,"incorrect, unaware, high confidence"
67,0.42857142857142855,incorrect,unaware,high confidence,high att,JD,1,"incorrect, unaware, high confidence"
68,0.4,incorrect,aware,low confidence,low att,JD,1,"incorrect, aware, low confidence"
69,0.6,incorrect,aware,low confidence,high att,JD,1,"incorrect, aware, low confidence"
70,0.5,incorrect,aware,high confidence,low att,JD,1,"incorrect, aware, high confidence"
71,0.5,incorrect,aware,high confidence,high att,JD,1,"incorrect, aware, high confidence"
72,0.42857142857142855,correct,unaware,low confidence,low att,JD,1,"correct, unaware, low confidence"
73,0.5714285714285714,correct,unaware,low confidence,high att,JD,1,"correct, unaware, low confidence"
74,0.5029585798816568,correct,unaware,high confidence,low att,JD,1,"correct, unaware, high confidence"
75,0.4970414201183432,correct,unaware,high confidence,high att,JD,1,"correct, unaware, high confidence"
76,0.6,correct,aware,low confidence,low att,JD,1,"correct, aware, low confidence"
77,0.4,correct,aware,low confidence,high att,JD,1,"correct, aware, low confidence"
78,0.5275590551181102,correct,aware,high confidence,low att,JD,1,"correct, aware, high confidence"
79,0.47244094488188976,correct,aware,high confidence,high att,JD,1,"correct, aware, high confidence"
80,0.5471698113207547,incorrect,unaware,low confidence,low att,JZ,1,"incorrect, unaware, low confidence"
81,0.4528301886792453,incorrect,unaware,low confidence,high att,JZ,1,"incorrect, unaware, low confidence"
82,0.5454545454545454,incorrect,unaware,high confidence,low att,JZ,1,"incorrect, unaware, high confidence"
83,0.45454545454545453,incorrect,unaware,high confidence,high att,JZ,1,"incorrect, unaware, high confidence"
84,0.3,incorrect,aware,low confidence,low att,JZ,1,"incorrect, aware, low confidence"
85,0.7,incorrect,aware,low confidence,high att,JZ,1,"incorrect, aware, low confidence"
86,0.5,incorrect,aware,high confidence,low att,JZ,1,"incorrect, aware, high confidence"
87,0.5,incorrect,aware,high confidence,high att,JZ,1,"incorrect, aware, high confidence"
88,0.6593406593406593,correct,unaware,low confidence,low att,JZ,1,"correct, unaware, low confidence"
89,0.34065934065934067,correct,unaware,low confidence,high att,JZ,1,"correct, unaware, low confidence"
90,0.5925925925925926,correct,unaware,high confidence,low att,JZ,1,"correct, unaware, high confidence"
91,0.4074074074074074,correct,unaware,high confidence,high att,JZ,1,"correct, unaware, high confidence"
92,0.47692307692307695,correct,aware,low confidence,low att,JZ,1,"correct, aware, low confidence"
93,0.5230769230769231,correct,aware,low confidence,high att,JZ,1,"correct, aware, low confidence"
94,0.2857142857142857,correct,aware,high confidence,low att,JZ,1,"correct, aware, high confidence"
95,0.7142857142857143,correct,aware,high confidence,high att,JZ,1,"correct, aware, high confidence"
96,0.6296296296296297,incorrect,unaware,low confidence,low att,KK,1,"incorrect, unaware, low confidence"
97,0.37037037037037035,incorrect,unaware,low confidence,high att,KK,1,"incorrect, unaware, low confidence"
98,0.75,incorrect,unaware,high confidence,low att,KK,1,"incorrect, unaware, high confidence"
99,0.25,incorrect,unaware,high confidence,high att,KK,1,"incorrect, unaware, high confidence"
100,,incorrect,aware,low confidence,low att,KK,1,"incorrect, aware, low confidence"
101,,incorrect,aware,low confidence,high att,KK,1,"incorrect, aware, low confidence"
102,,incorrect,aware,high confidence,low att,KK,1,"incorrect, aware, high confidence"
103,,incorrect,aware,high confidence,high att,KK,1,"incorrect, aware, high confidence"
104,0.5570469798657718,correct,unaware,low confidence,low att,KK,1,"correct, unaware, low confidence"
105,0.4429530201342282,correct,unaware,low confidence,high att,KK,1,"correct, unaware, low confidence"
106,0.4319526627218935,correct,unaware,high confidence,low att,KK,1,"correct, unaware, high confidence"
107,0.5680473372781065,correct,unaware,high confidence,high att,KK,1,"correct, unaware, high confidence"
108,0.8421052631578947,correct,aware,low confidence,low att,KK,1,"correct, aware, low confidence"
109,0.15789473684210525,correct,aware,low confidence,high att,KK,1,"correct, aware, low confidence"
110,0.23316062176165803,correct,aware,high confidence,low att,KK,1,"correct, aware, high confidence"
111,0.7668393782383419,correct,aware,high confidence,high att,KK,1,"correct, aware, high confidence"
112,0.4566929133858268,incorrect,unaware,low confidence,low att,KS,1,"incorrect, unaware, low confidence"
113,0.5433070866141733,incorrect,unaware,low confidence,high att,KS,1,"incorrect, unaware, low confidence"
114,0.44,incorrect,unaware,high confidence,low att,KS,1,"incorrect, unaware, high confidence"
115,0.56,incorrect,unaware,high confidence,high att,KS,1,"incorrect, unaware, high confidence"
116,0.625,incorrect,aware,low confidence,low att,KS,1,"incorrect, aware, low confidence"
117,0.375,incorrect,aware,low confidence,high att,KS,1,"incorrect, aware, low confidence"
118,0.45454545454545453,incorrect,aware,high confidence,low att,KS,1,"incorrect, aware, high confidence"
119,0.5454545454545454,incorrect,aware,high confidence,high att,KS,1,"incorrect, aware, high confidence"
120,0.42424242424242425,correct,unaware,low confidence,low att,KS,1,"correct, unaware, low confidence"
121,0.5757575757575758,correct,unaware,low confidence,high att,KS,1,"correct, unaware, low confidence"
122,0.5774647887323944,correct,unaware,high confidence,low att,KS,1,"correct, unaware, high confidence"
123,0.4225352112676056,correct,unaware,high confidence,high att,KS,1,"correct, unaware, high confidence"
124,0.6111111111111112,correct,aware,low confidence,low att,KS,1,"correct, aware, low confidence"
125,0.3888888888888889,correct,aware,low confidence,high att,KS,1,"correct, aware, low confidence"
126,0.5966386554621849,correct,aware,high confidence,low att,KS,1,"correct, aware, high confidence"
127,0.40336134453781514,correct,aware,high confidence,high att,KS,1,"correct, aware, high confidence"
128,0.475,incorrect,unaware,low confidence,low att,OE,1,"incorrect, unaware, low confidence"
129,0.525,incorrect,unaware,low confidence,high att,OE,1,"incorrect, unaware, low confidence"
130,0.5,incorrect,unaware,high confidence,low att,OE,1,"incorrect, unaware, high confidence"
131,0.5,incorrect,unaware,high confidence,high att,OE,1,"incorrect, unaware, high confidence"
132,0.42857142857142855,incorrect,aware,low confidence,low att,OE,1,"incorrect, aware, low confidence"
133,0.5714285714285714,incorrect,aware,low confidence,high att,OE,1,"incorrect, aware, low confidence"
134,1.0,incorrect,aware,high confidence,low att,OE,1,"incorrect, aware, high confidence"
135,0.0,incorrect,aware,high confidence,high att,OE,1,"incorrect, aware, high confidence"
136,0.4925373134328358,correct,unaware,low confidence,low att,OE,1,"correct, unaware, low confidence"
137,0.5074626865671642,correct,unaware,low confidence,high att,OE,1,"correct, unaware, low confidence"
138,0.5514018691588785,correct,unaware,high confidence,low att,OE,1,"correct, unaware, high confidence"
139,0.4485981308411215,correct,unaware,high confidence,high att,OE,1,"correct, unaware, high confidence"
140,0.5161290322580645,correct,aware,low confidence,low att,OE,1,"correct, aware, low confidence"
141,0.4838709677419355,correct,aware,low confidence,high att,OE,1,"correct, aware, low confidence"
142,0.4176470588235294,correct,aware,high confidence,low att,OE,1,"correct, aware, high confidence"
143,0.5823529411764706,correct,aware,high confidence,high att,OE,1,"correct, aware, high confidence"
144,0.5166666666666667,incorrect,unaware,low confidence,low att,OS,1,"incorrect, unaware, low confidence"
145,0.48333333333333334,incorrect,unaware,low confidence,high att,OS,1,"incorrect, unaware, low confidence"
146,0.5481481481481482,incorrect,unaware,high confidence,low att,OS,1,"incorrect, unaware, high confidence"
147,0.45185185185185184,incorrect,unaware,high confidence,high att,OS,1,"incorrect, unaware, high confidence"
148,1.0,incorrect,aware,low confidence,low att,OS,1,"incorrect, aware, low confidence"
149,0.0,incorrect,aware,low confidence,high att,OS,1,"incorrect, aware, low confidence"
150,0.6666666666666666,incorrect,aware,high confidence,low att,OS,1,"incorrect, aware, high confidence"
151,0.3333333333333333,incorrect,aware,high confidence,high att,OS,1,"incorrect, aware, high confidence"
152,0.6619718309859155,correct,unaware,low confidence,low att,OS,1,"correct, unaware, low confidence"
153,0.3380281690140845,correct,unaware,low confidence,high att,OS,1,"correct, unaware, low confidence"
154,0.5645933014354066,correct,unaware,high confidence,low att,OS,1,"correct, unaware, high confidence"
155,0.4354066985645933,correct,unaware,high confidence,high att,OS,1,"correct, unaware, high confidence"
156,0.7,correct,aware,low confidence,low att,OS,1,"correct, aware, low confidence"
157,0.3,correct,aware,low confidence,high att,OS,1,"correct, aware, low confidence"
158,0.5102040816326531,correct,aware,high confidence,low att,OS,1,"correct, aware, high confidence"
159,0.4897959183673469,correct,aware,high confidence,high att,OS,1,"correct, aware, high confidence"
160,0.44680851063829785,incorrect,unaware,low confidence,low att,PC,1,"incorrect, unaware, low confidence"
161,0.5531914893617021,incorrect,unaware,low confidence,high att,PC,1,"incorrect, unaware, low confidence"
162,0.36666666666666664,incorrect,unaware,high confidence,low att,PC,1,"incorrect, unaware, high confidence"
163,0.6333333333333333,incorrect,unaware,high confidence,high att,PC,1,"incorrect, unaware, high confidence"
164,0.5882352941176471,incorrect,aware,low confidence,low att,PC,1,"incorrect, aware, low confidence"
165,0.4117647058823529,incorrect,aware,low confidence,high att,PC,1,"incorrect, aware, low confidence"
166,0.625,incorrect,aware,high confidence,low att,PC,1,"incorrect, aware, high confidence"
167,0.375,incorrect,aware,high confidence,high att,PC,1,"incorrect, aware, high confidence"
168,0.4152542372881356,correct,unaware,low confidence,low att,PC,1,"correct, unaware, low confidence"
169,0.5847457627118644,correct,unaware,low confidence,high att,PC,1,"correct, unaware, low confidence"
170,0.41139240506329117,correct,unaware,high confidence,low att,PC,1,"correct, unaware, high confidence"
171,0.5886075949367089,correct,unaware,high confidence,high att,PC,1,"correct, unaware, high confidence"
172,0.5882352941176471,correct,aware,low confidence,low att,PC,1,"correct, aware, low confidence"
173,0.4117647058823529,correct,aware,low confidence,high att,PC,1,"correct, aware, low confidence"
174,0.46153846153846156,correct,aware,high confidence,low att,PC,1,"correct, aware, high confidence"
175,0.5384615384615384,correct,aware,high confidence,high att,PC,1,"correct, aware, high confidence"
176,0.4125,incorrect,unaware,low confidence,low att,RL,1,"incorrect, unaware, low confidence"
177,0.5875,incorrect,unaware,low confidence,high att,RL,1,"incorrect, unaware, low confidence"
178,0.1956521739130435,incorrect,unaware,high confidence,low att,RL,1,"incorrect, unaware, high confidence"
179,0.8043478260869565,incorrect,unaware,high confidence,high att,RL,1,"incorrect, unaware, high confidence"
180,0.6363636363636364,incorrect,aware,low confidence,low att,RL,1,"incorrect, aware, low confidence"
181,0.36363636363636365,incorrect,aware,low confidence,high att,RL,1,"incorrect, aware, low confidence"
182,0.52,incorrect,aware,high confidence,low att,RL,1,"incorrect, aware, high confidence"
183,0.48,incorrect,aware,high confidence,high att,RL,1,"incorrect, aware, high confidence"
184,0.2891566265060241,correct,unaware,low confidence,low att,RL,1,"correct, unaware, low confidence"
185,0.7108433734939759,correct,unaware,low confidence,high att,RL,1,"correct, unaware, low confidence"
186,0.2537313432835821,correct,unaware,high confidence,low att,RL,1,"correct, unaware, high confidence"
187,0.746268656716418,correct,unaware,high confidence,high att,RL,1,"correct, unaware, high confidence"
188,0.5063291139240507,correct,aware,low confidence,low att,RL,1,"correct, aware, low confidence"
189,0.4936708860759494,correct,aware,low confidence,high att,RL,1,"correct, aware, low confidence"
190,0.5384615384615384,correct,aware,high confidence,low att,RL,1,"correct, aware, high confidence"
191,0.46153846153846156,correct,aware,high confidence,high att,RL,1,"correct, aware, high confidence"
192,0.6363636363636364,incorrect,unaware,low confidence,low att,SO,1,"incorrect, unaware, low confidence"
193,0.36363636363636365,incorrect,unaware,low confidence,high att,SO,1,"incorrect, unaware, low confidence"
194,0.5873015873015873,incorrect,unaware,high confidence,low att,SO,1,"incorrect, unaware, high confidence"
195,0.4126984126984127,incorrect,unaware,high confidence,high att,SO,1,"incorrect, unaware, high confidence"
196,0.45454545454545453,incorrect,aware,low confidence,low att,SO,1,"incorrect, aware, low confidence"
197,0.5454545454545454,incorrect,aware,low confidence,high att,SO,1,"incorrect, aware, low confidence"
198,0.6923076923076923,incorrect,aware,high confidence,low att,SO,1,"incorrect, aware, high confidence"
199,0.3076923076923077,incorrect,aware,high confidence,high att,SO,1,"incorrect, aware, high confidence"
200,0.5844155844155844,correct,unaware,low confidence,low att,SO,1,"correct, unaware, low confidence"
201,0.4155844155844156,correct,unaware,low confidence,high att,SO,1,"correct, unaware, low confidence"
202,0.6370370370370371,correct,unaware,high confidence,low att,SO,1,"correct, unaware, high confidence"
203,0.362962962962963,correct,unaware,high confidence,high att,SO,1,"correct, unaware, high confidence"
204,0.5384615384615384,correct,aware,low confidence,low att,SO,1,"correct, aware, low confidence"
205,0.46153846153846156,correct,aware,low confidence,high att,SO,1,"correct, aware, low confidence"
206,0.4925373134328358,correct,aware,high confidence,low att,SO,1,"correct, aware, high confidence"
207,0.5074626865671642,correct,aware,high confidence,high att,SO,1,"correct, aware, high confidence"
208,0.4943820224719101,incorrect,unaware,low confidence,low att,SP,1,"incorrect, unaware, low confidence"
209,0.5056179775280899,incorrect,unaware,low confidence,high att,SP,1,"incorrect, unaware, low confidence"
210,0.6428571428571429,incorrect,unaware,high confidence,low att,SP,1,"incorrect, unaware, high confidence"
211,0.35714285714285715,incorrect,unaware,high confidence,high att,SP,1,"incorrect, unaware, high confidence"
212,0.7878787878787878,incorrect,aware,low confidence,low att,SP,1,"incorrect, aware, low confidence"
213,0.21212121212121213,incorrect,aware,low confidence,high att,SP,1,"incorrect, aware, low confidence"
214,0.5757575757575758,incorrect,aware,high confidence,low att,SP,1,"incorrect, aware, high confidence"
215,0.42424242424242425,incorrect,aware,high confidence,high att,SP,1,"incorrect, aware, high confidence"
216,0.4959349593495935,correct,unaware,low confidence,low att,SP,1,"correct, unaware, low confidence"
217,0.5040650406504065,correct,unaware,low confidence,high att,SP,1,"correct, unaware, low confidence"
218,0.391304347826087,correct,unaware,high confidence,low att,SP,1,"correct, unaware, high confidence"
219,0.6086956521739131,correct,unaware,high confidence,high att,SP,1,"correct, unaware, high confidence"
220,0.7142857142857143,correct,aware,low confidence,low att,SP,1,"correct, aware, low confidence"
221,0.2857142857142857,correct,aware,low confidence,high att,SP,1,"correct, aware, low confidence"
222,0.6607142857142857,correct,aware,high confidence,low att,SP,1,"correct, aware, high confidence"
223,0.3392857142857143,correct,aware,high confidence,high att,SP,1,"correct, aware, high confidence"
224,0.5581395348837209,incorrect,unaware,low confidence,low att,WT,1,"incorrect, unaware, low confidence"
225,0.4418604651162791,incorrect,unaware,low confidence,high att,WT,1,"incorrect, unaware, low confidence"
226,0.45454545454545453,incorrect,unaware,high confidence,low att,WT,1,"incorrect, unaware, high confidence"
227,0.5454545454545454,incorrect,unaware,high confidence,high att,WT,1,"incorrect, unaware, high confidence"
228,0.5,incorrect,aware,low confidence,low att,WT,1,"incorrect, aware, low confidence"
229,0.5,incorrect,aware,low confidence,high att,WT,1,"incorrect, aware, low confidence"
230,0.0,incorrect,aware,high confidence,low att,WT,1,"incorrect, aware, high confidence"
231,1.0,incorrect,aware,high confidence,high att,WT,1,"incorrect, aware, high confidence"
232,0.43956043956043955,correct,unaware,low confidence,low att,WT,1,"correct, unaware, low confidence"
233,0.5604395604395604,correct,unaware,low confidence,high att,WT,1,"correct, unaware, low confidence"
234,0.45588235294117646,correct,unaware,high confidence,low att,WT,1,"correct, unaware, high confidence"
235,0.5441176470588235,correct,unaware,high confidence,high att,WT,1,"correct, unaware, high confidence"
236,0.4642857142857143,correct,aware,low confidence,low att,WT,1,"correct, aware, low confidence"
237,0.5357142857142857,correct,aware,low confidence,high att,WT,1,"correct, aware, low confidence"
238,0.474025974025974,correct,aware,high confidence,low att,WT,1,"correct, aware, high confidence"
239,0.525974025974026,correct,aware,high confidence,high att,WT,1,"correct, aware, high confidence"
240,0.4270833333333333,incorrect,unaware,low confidence,low att,YS,1,"incorrect, unaware, low confidence"
241,0.5729166666666666,incorrect,unaware,low confidence,high att,YS,1,"incorrect, unaware, low confidence"
242,0.2857142857142857,incorrect,unaware,high confidence,low att,YS,1,"incorrect, unaware, high confidence"
243,0.7142857142857143,incorrect,unaware,high confidence,high att,YS,1,"incorrect, unaware, high confidence"
244,0.6111111111111112,incorrect,aware,low confidence,low att,YS,1,"incorrect, aware, low confidence"
245,0.3888888888888889,incorrect,aware,low confidence,high att,YS,1,"incorrect, aware, low confidence"
246,0.3,incorrect,aware,high confidence,low att,YS,1,"incorrect, aware, high confidence"
247,0.7,incorrect,aware,high confidence,high att,YS,1,"incorrect, aware, high confidence"
248,0.46206896551724136,correct,unaware,low confidence,low att,YS,1,"correct, unaware, low confidence"
249,0.5379310344827586,correct,unaware,low confidence,high att,YS,1,"correct, unaware, low confidence"
250,0.3333333333333333,correct,unaware,high confidence,low att,YS,1,"correct, unaware, high confidence"
251,0.6666666666666666,correct,unaware,high confidence,high att,YS,1,"correct, unaware, high confidence"
252,0.6029411764705882,correct,aware,low confidence,low att,YS,1,"correct, aware, low confidence"
253,0.39705882352941174,correct,aware,low confidence,high att,YS,1,"correct, aware, low confidence"
254,0.47619047619047616,correct,aware,high confidence,low att,YS,1,"correct, aware, high confidence"
255,0.5238095238095238,correct,aware,high confidence,high att,YS,1,"correct, aware, high confidence"
