"","firstgabor","corrAns","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_2.keys","key_resp_2.rt","resp.keys","resp.corr","resp.rt","resp_mrating.keys","resp_mrating.rt","lumi","mean","luminance","expName","participant","frameRate","session","date","X"
"14",2,"down",0,0,0,0,1,3,13,5,3,2.741149357,2,1,0.740712764,1,3.034421968,0.02875,0.428571429,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"15",2,"down",0,0,0,0,1,4,14,9,1,0.45897215,2,1,3.011098098,3,0.422888894,0.02875,0.466666667,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"16",2,"down",0,0,0,0,1,5,15,3,1,2.388170088,2,1,2.152348403,2,0.705245128,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"17",1,"left",0,0,0,0,1,6,16,0,2,1.564727868,2,0,0.858312331,3,0.587617455,0.02875,0.470588235,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"18",2,"down",0,0,0,0,1,7,17,7,3,0.847100273,2,1,1.352390984,3,0.751723851,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"19",1,"left",0,0,0,0,1,8,18,6,1,0.411879346,2,0,0.470113753,1,0.599396238,0.02875,0.473684211,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"20",1,"left",0,0,0,0,1,9,19,2,2,3.164634621,2,0,0.63490815,3,2.046141846,0.02875,0.45,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"21",1,"left",0,0,0,0,2,0,20,6,3,2.670536717,2,0,0.470113368,3,0.705083426,0.02875,0.428571429,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"22",2,"down",0,0,0,0,2,1,21,5,3,1.858880981,2,1,0.799376449,2,2.011024562,0.02875,0.454545455,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"23",2,"down",0,0,0,0,2,2,22,1,3,1.400002772,2,1,2.058128146,1,0.893539341,0.02875,0.47826087,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"24",1,"left",0,0,0,0,2,3,23,4,3,5.164477924,2,0,1.140662405,3,1.011086933,0.02875,0.458333333,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"25",1,"left",0,0,0,0,2,4,24,2,1,0.3883726,2,0,8.022504583,3,0.347527241,0.02875,0.44,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"26",1,"left",0,0,0,0,2,5,25,0,1,0.458928644,2,0,2.634743754,1,0.481613794,0.02875,0.423076923,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"27",1,"left",0,0,0,0,2,6,26,8,1,0.35307244,2,0,1.222984913,2,1.246365379,0.02875,0.407407407,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"28",2,"down",0,0,0,0,2,7,27,9,3,0.364825043,2,1,1.481847491,3,0.681620955,0.02875,0.428571429,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"29",2,"down",0,0,0,0,2,8,28,3,2,0.752999366,2,1,0.470119143,2,0.858146395,0.02875,0.448275862,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"30",2,"down",0,0,0,0,2,9,29,7,3,0.447154481,2,1,1.587769531,1,1.222705016,0.02875,0.466666667,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"31",1,"left",0,0,0,0,3,0,30,8,2,0.31781617,1,1,0.423043665,3,1.105160119,0.02875,0.483870968,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"32",1,"left",0,0,0,0,3,1,31,6,3,0.847124143,2,0,1.587711011,2,0.905072107,0.02875,0.46875,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"33",1,"left",0,0,0,0,3,2,32,4,2,0.447152171,1,1,3.881631196,1,0.575795166,0.02875,0.484848485,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"34",1,"left",0,0,0,0,3,3,33,2,2,1.658162334,2,0,0.435480803,3,4.269690019,0.02875,0.470588235,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"35",2,"down",0,0,0,0,3,4,34,7,1,0.682574608,2,1,1.634581667,1,1.211116424,0.02875,0.485714286,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"36",2,"down",0,0,0,0,3,5,35,3,1,0.35305011,2,1,0.623060451,2,0.375777995,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"37",2,"down",0,0,0,0,3,6,36,9,3,0.541327768,2,1,0.952378587,2,1.516997115,0.02875,0.513513514,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"38",2,"down",0,0,0,0,3,7,37,5,1,1.976486324,2,1,0.670105514,3,1.44637485,0.02875,0.526315789,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"39",2,"down",0,0,0,0,3,8,38,1,1,0.341331002,2,1,1.128885932,1,1.116929662,0.02875,0.538461538,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"40",1,"left",0,0,0,0,3,9,39,0,3,0.388324474,2,0,0.681727601,2,0.764167535,0.02875,0.525,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"41",2,"down",0,0,0,0,4,0,40,3,3,0.847129533,2,1,0.670085879,3,0.705206242,0.02875,0.536585366,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"42",1,"left",0,0,0,0,4,1,41,6,2,0.329499473,2,0,0.528920659,2,1.446332884,0.02875,0.523809524,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"43",2,"down",0,0,0,0,4,2,42,9,2,1.69414395,2,1,1.317129325,1,0.458174423,0.02875,0.534883721,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"44",1,"left",0,0,0,0,4,3,43,0,3,0.38837414,2,0,0.552584102,1,2.70492057,0.02875,0.522727273,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"45",1,"left",0,0,0,0,4,4,44,8,3,7.423114505,2,0,1.106003661,3,1.398635626,0.02875,0.511111111,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"46",2,"down",0,0,0,0,4,5,45,5,3,0.38834796,2,1,2.705295948,2,1.140431404,0.02875,0.52173913,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"47",1,"left",0,0,0,0,4,6,46,2,1,0.552862844,1,1,3.399613919,3,0.975638932,0.02875,0.531914894,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"48",2,"down",0,0,0,0,4,7,47,1,1,0.753088302,2,1,1.55235695,2,0.34051749,0.02875,0.541666667,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"49",1,"left",0,0,0,0,4,8,48,4,2,0.611881887,2,0,0.623089326,3,1.23453847,0.02875,0.530612245,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"50",2,"down",0,0,0,0,4,9,49,7,2,0.576547847,1,0,3.364040407,1,0.916965237,0.02875,0.52,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"51",1,"left",1,0,1,0,0,0,0,4,1,0.329537973,2,0,0.952218426,1,3.869490125,0.02875,0,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"52",2,"down",1,0,1,0,0,1,1,1,2,0.929522881,2,1,0.740601883,2,0.811087472,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"53",2,"down",1,0,1,0,0,2,2,3,3,0.553077676,2,1,0.72889009,3,0.952233056,0.02875,0.666666667,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"54",1,"left",1,0,1,0,0,3,3,2,2,3.670462027,2,0,0.717157507,2,0.693419759,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"55",2,"down",1,0,1,0,0,4,4,9,3,0.411912071,2,1,0.575980738,3,0.810500727,0.02875,0.6,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"56",1,"left",1,0,1,0,0,5,5,0,3,0.858879056,2,0,0.199539382,3,0.246468174,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"57",1,"left",1,0,1,0,0,6,6,6,2,0.329574549,2,0,0.775961718,2,0.516987875,0.02875,0.428571429,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"58",2,"down",1,0,1,0,0,7,7,7,1,1.011827294,1,0,1.81153061,2,1.598837599,0.02875,0.375,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"59",1,"left",1,0,1,0,0,8,8,8,2,2.62357366,2,0,1.046409423,1,0.646348131,0.02875,0.333333333,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"60",2,"down",1,0,1,0,0,9,9,5,2,0.764782,2,1,1.575922217,3,0.857984694,0.02875,0.4,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"61",1,"left",1,0,1,0,1,0,10,2,3,0.741194403,2,0,0.811306154,2,4.963678812,0.02875,0.363636364,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"62",2,"down",1,0,1,0,1,1,11,3,1,0.470712818,2,1,2.540576242,3,0.764062814,0.02875,0.416666667,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"63",2,"down",1,0,1,0,1,2,12,5,1,3.799855778,1,0,1.023000852,3,0.82288435,0.02875,0.384615385,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"64",1,"left",1,0,1,0,1,3,13,6,1,0.564806794,1,1,1.093620422,2,1.563949007,0.02875,0.428571429,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"65",2,"down",1,0,1,0,1,4,14,1,1,1.552943695,2,1,2.575860232,1,0.44635175,0.02875,0.466666667,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"66",2,"down",1,0,1,0,1,5,15,7,2,1.282345454,1,0,0.552443961,1,0.611104951,0.02875,0.4375,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"67",1,"left",1,0,1,0,1,6,16,8,3,2.612310781,1,1,0.823057987,3,1.046390558,0.02875,0.470588235,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"68",2,"down",1,0,1,0,1,7,17,9,3,2.999899129,1,0,2.846452312,1,3.999040957,0.02875,0.444444444,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"69",1,"left",1,0,1,0,1,8,18,4,2,3.035202754,1,1,3.258116827,3,0.622851779,0.02875,0.473684211,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"70",1,"left",1,0,1,0,1,9,19,0,3,0.553109246,2,0,1.987468921,1,2.446346745,0.02875,0.45,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"71",1,"left",1,0,1,0,2,0,20,4,1,0.341284031,2,0,2.199543617,2,0.387375057,0.02875,0.428571429,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"72",2,"down",1,0,1,0,2,1,21,5,2,0.717710756,1,0,1.35247376,3,1.552076283,0.02875,0.409090909,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"73",1,"left",1,0,1,0,2,2,22,8,3,1.153069129,1,1,1.152230977,3,0.364053497,0.02875,0.434782609,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"74",1,"left",1,0,1,0,2,3,23,0,3,4.164544915,1,1,0.540691358,3,4.257881975,0.02875,0.458333333,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"75",1,"left",1,0,1,0,2,4,24,2,2,3.858692329,2,0,2.846403417,3,0.905221873,0.02875,0.44,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"76",2,"down",1,0,1,0,2,5,25,3,1,0.211905295,2,1,1.505286477,3,2.457997707,0.02875,0.461538462,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"77",2,"down",1,0,1,0,2,6,26,7,1,0.35312788,2,1,3.505122081,1,0.764003524,0.02875,0.481481481,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"78",2,"down",1,0,1,0,2,7,27,1,2,0.65891078,2,1,1.093611952,3,0.999301604,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"79",2,"down",1,0,1,0,2,8,28,9,2,1.423578819,1,0,0.470107593,3,5.093206544,0.02875,0.482758621,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"80",1,"left",1,0,1,0,2,9,29,6,2,1.670573678,1,1,1.023020873,2,3.8108711,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"81",1,"left",1,0,1,0,3,0,30,2,2,3.011652887,2,0,0.587791861,1,2.681467339,0.02875,0.483870968,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"82",1,"left",1,0,1,0,3,1,31,6,3,0.823630871,1,1,6.587281347,3,1.728695664,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"83",1,"left",1,0,1,0,3,2,32,0,1,0.364837748,2,0,1.881749777,1,0.458177503,0.02875,0.484848485,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"84",2,"down",1,0,1,0,3,3,33,9,1,1.023676533,2,1,2.246373849,3,0.646353136,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"85",2,"down",1,0,1,0,3,4,34,5,2,2.870525783,2,1,1.340652241,2,0.399363667,0.02875,0.514285714,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"86",2,"down",1,0,1,0,3,5,35,1,3,0.623617935,2,1,1.270081182,1,1.058060385,0.02875,0.527777778,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"87",2,"down",1,0,1,0,3,6,36,3,1,0.470685868,2,1,2.975804868,3,0.834640804,0.02875,0.540540541,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"88",2,"down",1,0,1,0,3,7,37,7,2,4.635098726,1,0,1.093608102,2,1.281998181,0.02875,0.526315789,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"89",1,"left",1,0,1,0,3,8,38,8,3,4.576279885,2,0,1.352402535,2,3.516770733,0.02875,0.512820513,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"90",1,"left",1,0,1,0,3,9,39,4,2,0.788331481,1,1,1.352417935,3,1.822758839,0.02875,0.525,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"91",2,"down",1,0,1,0,4,0,40,3,2,2.011762613,1,0,0.787869478,3,3.245894135,0.02875,0.512195122,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"92",2,"down",1,0,1,0,4,1,41,9,2,0.423640419,1,0,0.881851418,1,2.728575928,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"93",1,"left",1,0,1,0,4,2,42,8,2,0.447171036,1,1,2.387601054,3,0.622964585,0.02875,0.511627907,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"94",1,"left",1,0,1,0,4,3,43,2,1,0.447172576,2,0,6.599075531,2,2.258047141,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"95",2,"down",1,0,1,0,4,4,44,5,1,0.341230131,2,1,0.8934916,3,0.351795385,0.02875,0.511111111,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"96",2,"down",1,0,1,0,4,5,45,7,1,0.376572256,2,1,3.352287419,1,1.98740116,0.02875,0.52173913,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"97",1,"left",1,0,1,0,4,6,46,4,3,0.376584191,1,1,1.211281205,3,0.587568174,0.02875,0.531914894,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"98",1,"left",1,0,1,0,4,7,47,0,3,1.294478055,2,0,3.59895849,2,4.774799394,0.02875,0.520833333,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"99",1,"left",1,0,1,0,4,8,48,6,1,0.635385939,1,1,2.164142972,3,0.740452117,0.02875,0.530612245,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"100",2,"down",1,0,1,0,4,9,49,1,1,0.423634259,1,0,1.564258935,3,0.458009257,0.02875,0.52,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"101",2,"down",2,0,2,0,0,0,0,9,1,0.388291364,2,1,0.987576721,2,1.046387093,0.02875,1,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"102",2,"down",2,0,2,0,0,1,1,1,1,1.058903927,1,0,2.952265011,3,0.445857791,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"103",2,"down",2,0,2,0,0,2,2,7,3,0.506199704,2,1,1.434599916,2,1.481437078,0.02875,0.666666667,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"104",1,"left",2,0,2,0,0,3,3,2,1,0.329535278,2,0,1.611215062,3,0.552273405,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"105",1,"left",2,0,2,0,0,4,4,4,2,0.376584191,2,0,0.623061606,2,2.563862766,0.02875,0.4,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"106",1,"left",2,0,2,0,0,5,5,6,1,2.305857205,2,0,3.199351886,1,0.846370692,0.02875,0.333333333,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"107",1,"left",2,0,2,0,0,6,6,0,3,0.435410733,2,0,0.83480289,3,3.116761416,0.02875,0.285714286,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"108",2,"down",2,0,2,0,0,7,7,5,3,0.894222721,2,1,0.3524445,3,0.26991409,0.02875,0.375,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"109",2,"down",2,0,2,0,0,8,8,3,2,0.600069994,2,1,1.434795113,2,1.305083734,0.02875,0.444444444,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"110",1,"left",2,0,2,0,0,9,9,8,2,1.03472843,1,1,0.588429426,3,1.128532499,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"111",2,"down",2,0,2,0,1,0,10,9,1,0.45896445,2,1,2.599363513,3,2.893278309,0.02875,0.545454545,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"112",2,"down",2,0,2,0,1,1,11,7,3,6.940834271,2,1,0.352325149,1,1.270024971,0.02875,0.583333333,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"113",2,"down",2,0,2,0,1,2,12,5,2,0.588351271,2,1,1.199464307,2,0.575790161,0.02875,0.615384615,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"114",1,"left",2,0,2,0,1,3,13,8,1,0.341299047,1,1,1.187738269,3,0.634614392,0.02875,0.642857143,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"115",1,"left",2,0,2,0,1,4,14,0,1,0.376572256,2,0,1.151471366,1,2.541324688,0.02875,0.6,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"116",1,"left",2,0,2,0,1,5,15,6,1,0.352803323,2,0,1.670166344,2,0.457955357,0.02875,0.5625,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"117",2,"down",2,0,2,0,1,6,16,3,2,0.458709193,1,0,0.740705834,2,0.681492364,0.02875,0.529411765,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"118",1,"left",2,0,2,0,1,7,17,4,2,1.17655162,1,1,1.328829183,1,1.210980903,0.02875,0.555555556,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"119",1,"left",2,0,2,0,1,8,18,2,1,0.505989878,2,0,4.128653775,3,1.516915879,0.02875,0.526315789,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"120",2,"down",2,0,2,0,1,9,19,1,1,0.447187976,2,1,4.751970253,3,1.364095847,0.02875,0.55,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"121",2,"down",2,0,2,0,2,0,20,9,1,0.340812403,2,1,3.152711846,2,2.270078487,0.02875,0.571428571,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"122",1,"left",2,0,2,0,2,1,21,4,1,0.364867008,1,1,1.504315884,2,0.494399746,0.02875,0.590909091,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"123",1,"left",2,0,2,0,2,2,22,8,1,0.329563383,2,0,0.987712628,1,0.598732878,0.02875,0.565217391,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"124",1,"left",2,0,2,0,2,3,23,2,1,0.329556453,2,0,0.35242833,3,2.858052454,0.02875,0.541666667,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"125",2,"down",2,0,2,0,2,4,24,7,2,0.341303667,1,0,2.799341414,3,1.512260807,0.02875,0.52,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"126",2,"down",2,0,2,0,2,5,25,3,3,0.470697803,2,1,2.022948492,3,1.152211342,0.02875,0.538461538,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"127",1,"left",2,0,2,0,2,6,26,0,3,0.329537973,2,0,0.999587277,2,1.010927542,0.02875,0.518518519,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"128",2,"down",2,0,2,0,2,7,27,5,1,0.364874323,2,1,5.822607918,1,4.152006905,0.02875,0.535714286,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"129",1,"left",2,0,2,0,2,8,28,6,1,0.31777074,2,0,1.293570603,1,0.952236906,0.02875,0.517241379,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"130",2,"down",2,0,2,0,2,9,29,1,1,2.141136344,2,1,1.917087668,2,0.552236059,0.02875,0.533333333,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"131",1,"left",2,0,2,0,3,0,30,6,2,0.44703436,2,0,1.599494414,1,4.293269531,0.02875,0.516129032,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"132",1,"left",2,0,2,0,3,1,31,2,2,0.470712818,2,0,1.105356855,2,2.058083486,0.02875,0.5,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
"133",2,"down",2,0,2,0,3,2,32,1,2,1.952196481,2,1,3.600068454,3,0.693463264,0.02875,0.515151515,0.02875,"metacognition_realexp","ack",85.01985251,1,"2013_Dec_12_1052",NA
