"","firstgabor","corrAns","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_2.keys","key_resp_2.rt","resp.keys","resp.corr","resp.rt","resp_mrating.keys","resp_mrating.rt","lumi","mean","luminance","expName","participant","frameRate","session","date","blocks.thisTrial","X"
"5321",1,"left",5,0,5,0,4,6,46,8,2,1.36464546791,1,1,1.19951388972,1,0.716959535343,0.518377001,0.744680851064,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5322",2,"down",5,0,5,0,4,7,47,9,2,1.27065862823,1,0,0.717135098696,1,0.505190476611,0.518377001,0.729166666667,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5323",1,"left",5,0,5,0,4,8,48,2,2,0.717723004922,1,1,0.6230793427,1,0.846361661275,0.518377001,0.734693877551,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5324",1,"left",5,0,5,0,4,9,49,6,1,0.458941853494,1,1,0.481877126444,1,0.622887994046,0.518377001,0.74,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5325",NA,"",5,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5326",2,"down",6,0,6,0,0,0,0,1,1,1.12945602696,2,1,0.987819522414,2,0.833674514015,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5327",1,"left",6,0,6,0,0,1,1,8,1,0.658939697454,1,1,0.552452054073,1,1.35230521227,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5328",1,"left",6,0,6,0,0,2,2,4,1,0.564763049151,1,1,0.776012347957,2,0.587547399216,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5329",2,"down",6,0,6,0,0,3,3,9,1,0.541088947093,2,1,0.552457059168,2,0.622887994046,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5330",2,"down",6,0,6,0,0,4,4,7,1,0.670660091255,2,1,0.51715689011,1,1.2346215551,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5331",2,"down",6,0,6,0,0,5,5,3,1,0.564816565173,2,1,0.552478619578,2,3.95204694934,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5332",2,"down",6,0,6,0,0,6,6,5,1,0.647180032902,2,1,0.599544613304,3,1.86979012864,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5333",1,"left",6,0,6,0,0,7,7,6,1,0.741216153523,1,1,0.811265931123,1,2.77563388573,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5334",1,"left",6,0,6,0,0,8,8,2,1,0.528559652847,1,1,0.612299521859,2,0.881626794664,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5335",1,"left",6,0,6,0,0,9,9,0,1,0.458914132965,1,1,0.528939655102,2,0.422713046706,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5336",1,"left",6,0,6,0,1,0,10,4,2,0.705687290099,1,1,0.528979695868,2,0.84638745677,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5337",2,"down",6,0,6,0,1,1,11,5,1,0.482351070494,2,1,0.623089737897,3,0.61109136879,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5338",2,"down",6,0,6,0,1,2,12,9,1,0.505978201654,1,0,0.387777479611,1,0.317002733167,0.518377001,0.923076923077,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5339",1,"left",6,0,6,0,1,3,13,2,1,0.517754036515,1,1,0.540700474676,1,0.411122015374,0.518377001,0.928571428571,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5340",1,"left",6,0,6,0,1,4,14,0,2,0.97652687178,2,0,1.8112174202,2,0.952236757961,0.518377001,0.866666666667,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5341",2,"down",6,0,6,0,1,5,15,7,1,0.282475273865,1,0,0.328963371556,1,0.799268717035,0.518377001,0.8125,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5342",1,"left",6,0,6,0,1,6,16,6,1,0.576407981511,1,1,0.411436181374,1,0.340537847571,0.518377001,0.823529411765,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5343",1,"left",6,0,6,0,1,7,17,8,1,0.435412899209,1,1,0.164231045992,1,0.128782264097,0.518377001,0.833333333333,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5344",2,"down",6,0,6,0,1,8,18,3,1,1.04719189113,1,0,0.175961449984,1,0.152273872671,0.518377001,0.789473684211,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5345",2,"down",6,0,6,0,1,9,19,1,1,0.494223542199,2,1,0.458320066622,3,0.775806369023,0.518377001,0.8,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5346",2,"down",6,0,6,0,2,0,20,9,1,0.388376551049,2,1,0.399528673999,3,0.481680772695,0.518377001,0.809523809524,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5347",2,"down",6,0,6,0,2,1,21,1,1,0.364802165897,2,1,0.575993713601,2,0.85814827634,0.518377001,0.818181818182,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5348",1,"left",6,0,6,0,2,2,22,2,1,0.0353937258424,1,1,0.140739437418,1,0.164069727911,0.518377001,0.826086956522,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5349",2,"down",6,0,6,0,2,3,23,7,2,1.05885029875,1,0,0.493703782275,3,1.17587058825,0.518377001,0.791666666667,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5350",1,"left",6,0,6,0,2,4,24,6,1,0.611886023964,1,1,0.364164208715,3,0.446496875858,0.518377001,0.8,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5351",2,"down",6,0,6,0,2,5,25,5,1,0.575626801594,2,1,0.423941220157,2,1.01109668189,0.518377001,0.807692307692,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5352",1,"left",6,0,6,0,2,6,26,0,1,0.435337437768,1,1,0.176039991484,1,0.164082433153,0.518377001,0.814814814815,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5353",1,"left",6,0,6,0,2,7,27,4,2,0.48250122336,2,0,1.14064241557,1,0.917113692287,0.518377001,0.785714285714,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5354",1,"left",6,0,6,0,2,8,28,8,2,0.929495528717,1,1,0.505608209589,2,1.36381385203,0.518377001,0.793103448276,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5355",2,"down",6,0,6,0,2,9,29,3,2,0.470713453273,1,0,0.752456828162,3,1.01012145827,0.518377001,0.766666666667,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5356",1,"left",6,0,6,0,3,0,30,0,2,2.41173879715,1,1,0.611271937238,1,0.399378136124,0.518377001,0.774193548387,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5357",1,"left",6,0,6,0,3,1,31,8,2,0.64711227161,1,1,0.293715948505,1,0.164052017573,0.518377001,0.78125,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5358",2,"down",6,0,6,0,3,2,32,9,2,0.52951870616,1,0,0.352546996886,1,0.140482637515,0.518377001,0.757575757576,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5359",2,"down",6,0,6,0,3,3,33,3,2,0.588343209414,1,0,0.352532751613,1,0.140464157164,0.518377001,0.735294117647,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5360",2,"down",6,0,6,0,3,4,34,7,2,0.905940778939,2,1,1.28182384143,1,1.01104355088,0.518377001,0.742857142857,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5361",1,"left",6,0,6,0,3,5,35,2,2,0.847103570442,1,1,0.9642366671,1,0.963977557152,0.518377001,0.75,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5362",2,"down",6,0,6,0,3,6,36,1,2,0.682475196863,1,0,0.552482469651,1,0.693392465328,0.518377001,0.72972972973,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5363",1,"left",6,0,6,0,3,7,37,4,2,0.564815795156,2,0,1.25832761277,1,1.17571735532,0.518377001,0.710526315789,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5364",1,"left",6,0,6,0,3,8,38,6,2,0.882523476786,1,1,0.481792809833,2,0.528714040795,0.518377001,0.717948717949,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5365",2,"down",6,0,6,0,3,9,39,5,1,0.436030451001,2,1,0.575405422367,1,0.59924122751,0.518377001,0.725,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5366",2,"down",6,0,6,0,4,0,40,1,1,0.494221232155,2,1,0.623058167297,1,0.564062720778,0.518377001,0.731707317073,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5367",1,"left",6,0,6,0,4,1,41,6,1,0.458942623509,1,1,0.387780944677,2,0.599360964798,0.518377001,0.738095238095,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5368",1,"left",6,0,6,0,4,2,42,4,1,0.611846753214,1,1,0.552496714925,1,0.692895035831,0.518377001,0.744186046512,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5369",1,"left",6,0,6,0,4,3,43,8,1,0.553024174997,1,1,0.164245291264,1,0.18759675716,0.518377001,0.75,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5370",1,"left",6,0,6,0,4,4,44,0,2,0.58829854856,2,0,1.04654777383,1,0.693448676402,0.518377001,0.733333333333,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5371",2,"down",6,0,6,0,4,5,45,7,2,0.682456716511,1,0,0.470121696973,3,0.62271012065,0.518377001,0.717391304348,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5372",2,"down",6,0,6,0,4,6,46,5,2,0.65894316252,2,1,2.44638984382,1,0.881663370363,0.518377001,0.723404255319,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5373",2,"down",6,0,6,0,4,7,47,3,2,0.670695126923,1,0,0.423041072969,1,0.799303752707,0.518377001,0.708333333333,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5374",1,"left",6,0,6,0,4,8,48,2,2,0.741243489045,1,1,0.505415320906,1,0.611108309113,0.518377001,0.714285714286,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5375",2,"down",6,0,6,0,4,9,49,9,2,1.36473286457,1,0,0.646609837015,1,0.63460222773,0.518377001,0.7,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5376",NA,"",6,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5377",1,"left",7,0,7,0,0,0,0,4,1,0.776710751292,1,1,0.328537938431,1,0.175457860369,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5378",2,"down",7,0,7,0,0,1,1,3,2,0.894146078719,1,0,0.870089279355,1,0.787777017602,0.518377001,0.5,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5379",2,"down",7,0,7,0,0,2,2,7,2,1.5292903968,1,0,2.29370401328,1,0.905095302795,0.518377001,0.333333333333,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5380",1,"left",7,0,7,0,0,3,3,6,1,0.835384331664,1,1,0.45833200185,2,0.693471391836,0.518377001,0.5,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5381",1,"left",7,0,7,0,0,4,4,0,2,0.870676800572,1,1,0.552460524234,1,0.669913176991,0.518377001,0.6,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5382",2,"down",7,0,7,0,0,5,5,1,1,0.447074001877,2,1,0.999513735716,2,0.587584744932,0.518377001,0.666666666667,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5383",2,"down",7,0,7,0,0,6,6,9,1,0.905975429599,1,0,0.764183382082,1,0.716978015695,0.518377001,0.571428571429,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5384",1,"left",7,0,7,0,0,7,7,8,1,0.51777059183,1,1,0.411286798522,2,0.422843564198,0.518377001,0.625,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5385",1,"left",7,0,7,0,0,8,8,2,1,0.564794619753,1,1,0.411328764323,2,0.575793124768,0.518377001,0.666666666667,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5386",2,"down",7,0,7,0,0,9,9,5,2,0.505983206749,2,1,0.658372966631,1,0.928716273836,0.518377001,0.7,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5387",2,"down",7,0,7,0,1,0,10,3,1,0.705962955362,1,0,0.634810516707,1,0.705197175739,0.518377001,0.636363636364,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5388",1,"left",7,0,7,0,1,1,11,6,2,1.5647287835,1,1,1.27009805752,1,0.834558875902,0.518377001,0.666666666667,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5389",2,"down",7,0,7,0,1,2,12,9,1,0.400113885175,2,1,0.952388450858,3,0.411074659471,0.518377001,0.692307692308,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5390",2,"down",7,0,7,0,1,3,13,7,1,0.623574077148,1,0,0.446556937006,2,0.552253390279,0.518377001,0.642857142857,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5391",1,"left",7,0,7,0,1,4,14,0,1,0.529551046779,1,1,0.470076651114,2,0.375849566848,0.518377001,0.666666666667,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5392",1,"left",7,0,7,0,1,5,15,2,2,0.529590702534,1,1,0.470005424753,3,0.505485007237,0.518377001,0.6875,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5393",1,"left",7,0,7,0,1,6,16,8,2,0.505855384308,1,1,0.399653031374,3,0.399357730736,0.518377001,0.705882352941,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5394",2,"down",7,0,7,0,1,7,17,5,2,0.505997837028,2,1,1.3288921452,3,0.375805676011,0.518377001,0.722222222222,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5395",2,"down",7,0,7,0,1,8,18,1,1,0.917696978424,2,1,1.35242648958,1,0.46990262779,0.518377001,0.736842105263,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5396",1,"left",7,0,7,0,1,9,19,4,1,0.588295083493,1,1,0.481895991803,1,0.399213737986,0.518377001,0.75,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5397",1,"left",7,0,7,0,2,0,20,6,1,0.5177428713,1,1,0.517208096087,2,0.399555624515,0.518377001,0.761904761905,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5398",1,"left",7,0,7,0,2,1,21,2,1,0.635407278101,1,1,0.352510421186,1,0.32873159713,0.518377001,0.772727272727,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5399",2,"down",7,0,7,0,2,2,22,1,2,0.505998222035,1,0,0.834752149593,1,0.469941513535,0.518377001,0.739130434783,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5400",2,"down",7,0,7,0,2,3,23,3,2,0.941217077539,1,0,0.47013979232,1,0.728708034681,0.518377001,0.708333333333,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5401",1,"left",7,0,7,0,2,4,24,8,2,0.894234245403,1,1,0.493631400892,1,1.44547545135,0.518377001,0.72,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5402",2,"down",7,0,7,0,2,5,25,7,2,0.482465417677,2,1,1.16418330508,1,0.752341710964,0.518377001,0.730769230769,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5403",2,"down",7,0,7,0,2,6,26,9,1,0.423661704819,2,1,1.38769778309,1,0.540483330529,0.518377001,0.740740740741,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5404",1,"left",7,0,7,0,2,7,27,4,1,0.482461182597,1,1,0.187748450056,1,0.128799974436,0.518377001,0.75,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5405",1,"left",7,0,7,0,2,8,28,0,1,0.576560444422,1,1,0.17603344636,2,0.599317073958,0.518377001,0.758620689655,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5406",2,"down",7,0,7,0,2,9,29,5,2,0.588270828031,2,1,0.881860109119,3,0.622824467833,0.518377001,0.766666666667,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5407",2,"down",7,0,7,0,3,0,30,9,1,0.553062290724,2,1,1.7170723425,1,0.328753542548,0.518377001,0.774193548387,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5408",2,"down",7,0,7,0,3,1,31,3,1,0.36485414189,2,1,0.564199398386,2,0.434630179263,0.518377001,0.78125,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5409",1,"left",7,0,7,0,3,2,32,4,1,0.458948013611,1,1,0.517174985456,2,0.587567804607,0.518377001,0.787878787879,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5410",1,"left",7,0,7,0,3,3,33,6,1,0.529504075879,1,1,0.493659121421,2,0.458355102292,0.518377001,0.794117647059,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5411",2,"down",7,0,7,0,3,4,34,5,1,0.529519476175,2,1,0.423088813881,1,0.764002043617,0.518377001,0.8,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5412",2,"down",7,0,7,0,3,5,35,7,1,0.600114424184,2,1,0.505388370391,1,0.575774259411,0.518377001,0.805555555556,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5413",1,"left",7,0,7,0,3,6,36,8,1,0.447191429121,1,1,0.470117076886,2,0.387568805627,0.518377001,0.810810810811,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5414",2,"down",7,0,7,0,3,7,37,1,1,0.45894531856,2,1,0.364317056634,2,0.434520452169,0.518377001,0.815789473684,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5415",1,"left",7,0,7,0,3,8,38,0,1,0.329435775577,1,1,0.352495020892,2,0.728713809791,0.518377001,0.820512820513,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5416",1,"left",7,0,7,0,3,9,39,2,1,0.211901501259,1,1,0.446604677916,1,0.316100275935,0.518377001,0.825,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5417",2,"down",7,0,7,0,4,0,40,3,1,0.541322261548,2,1,0.623018511538,3,0.881680695693,0.518377001,0.829268292683,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5418",1,"left",7,0,7,0,4,1,41,8,1,0.529524866279,1,1,0.176007265858,1,0.446392153857,0.518377001,0.833333333333,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5419",2,"down",7,0,7,0,4,2,42,5,2,0.823637372356,2,1,1.24653907266,2,0.481631491753,0.518377001,0.837209302326,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5420",1,"left",7,0,7,0,4,3,43,4,1,0.505992446926,1,1,0.399582190023,2,0.540452529942,0.518377001,0.840909090909,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5421",2,"down",7,0,7,0,4,4,44,7,2,0.682534487996,2,1,1.23482021889,1,0.610865369474,0.518377001,0.844444444444,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5422",2,"down",7,0,7,0,4,5,45,9,1,0.541271825587,2,1,0.587772628518,2,0.587558564432,0.518377001,0.847826086957,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5423",1,"left",7,0,7,0,4,6,46,6,2,0.717730320061,1,1,0.481860571128,1,0.646375752545,0.518377001,0.851063829787,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5424",1,"left",7,0,7,0,4,7,47,2,1,0.494221617162,1,1,0.563304641302,1,0.364960788926,0.518377001,0.854166666667,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5425",2,"down",7,0,7,0,4,8,48,1,2,0.658915441989,2,1,0.493704167282,2,0.55223721997,0.518377001,0.857142857143,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5426",1,"left",7,0,7,0,4,9,49,0,1,0.482445782302,1,1,0.399786628926,2,1.01081870658,0.518377001,0.86,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5427",NA,"",7,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5428",1,"left",8,0,8,0,0,0,0,0,1,0.517722850918,1,1,0.55219794922,1,0.904960165215,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5429",1,"left",8,0,8,0,0,1,1,8,1,0.411920520621,1,1,0.611088673739,2,0.470062405842,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5430",1,"left",8,0,8,0,0,2,2,2,1,0.329498916783,1,1,1.59944951649,2,0.916943904045,0.518377001,1,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5431",2,"down",8,0,8,0,0,3,3,9,1,0.729514240074,1,0,0.881823148413,1,0.634486725525,0.518377001,0.75,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5432",2,"down",8,0,8,0,0,4,4,7,1,0.400100409917,2,1,1.05831937361,3,0.869933736385,0.518377001,0.8,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5433",2,"down",8,0,8,0,0,5,5,1,2,0.976522251693,2,1,1.14069747162,1,1.19928712039,0.518377001,0.833333333333,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5434",1,"left",8,0,8,0,0,6,6,4,1,0.470702288059,2,0,0.917174138442,1,2.70500736711,0.518377001,0.714285714286,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5435",1,"left",8,0,8,0,0,7,7,6,1,0.458966878972,1,1,0.411258692984,2,0.446474930439,0.518377001,0.75,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5436",2,"down",8,0,8,0,0,8,8,5,1,0.470717688355,2,1,0.893680989839,3,0.293625856786,0.518377001,0.777777777778,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5437",2,"down",8,0,8,0,0,9,9,3,1,0.4352920069,2,1,0.434818447859,3,0.422889380074,0.518377001,0.8,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5438",2,"down",8,0,8,0,1,0,10,7,1,0.470668407414,2,1,0.587741442923,3,0.740500424856,0.518377001,0.818181818182,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5439",2,"down",8,0,8,0,1,1,11,3,1,0.564751113923,2,1,0.540707404807,2,0.752449513022,0.518377001,0.833333333333,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5440",1,"left",8,0,8,0,1,2,12,8,1,0.588327809119,1,1,0.611316598091,1,1.92865775272,0.518377001,0.846153846154,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5441",2,"down",8,0,8,0,1,3,13,1,1,0.682427070946,2,1,0.964235512078,1,0.90515998403,0.518377001,0.857142857143,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
"5442",1,"left",8,0,8,0,1,4,14,2,1,0.423498846711,1,1,0.43497514585,2,0.469911867967,0.518377001,0.866666666667,0.518377001,"metacognition_realexp","qa",84.7042114815,1,"2013_Nov_08_1631",NA,NA
